  39 21  4  3  3  2  5  5  5  5  0.134  0.331  2  5
  40 13  5  5  4  5  3  2  3  3  0.451  0.082  5  3
  41 17  2  3  5  2  5  5  5  5  0.111  0.241  5  5
  42 24  5  4  4  5  1  1  1  2  0.386  0.021  5  1
  43 10  2  2  4  4  2  2  2  2  0.395  0.032  2  2
  44 12  4  4  4  4  4  4  2  3  0.108  0.118  4  2
  45  2  2  2  2  2  2  2  2  2  0.137  0.088  2  2
  46  9  5  5  4  4  1  1  2  1  0.285  0.132  4  3
  47 17  3  4  3  3  1  2  2  2  0.105  0.032  4  2
  48 25  2  2  2  3  2  3  2  2  0.121  0.164  2  2
  49 12  5  5  5  5  3  3  4  2  0.237  0.163  5  3
  50 18  1  1  1  1  4  4  4  4  0.071  0.239  2  4
  51 22  2  1  1  2  3  3  3  3  0.009  0.042  1  2
  52  4  1  1  1  1  2  2  2  2  0.005  0.059  1  2
  53  1  3  3  3  4  3  3  4  3  0.090  0.092  3  3
  54 13  3  3  3  3  1  1  1  1  0.269  0.030  3  1
  55 20  4  4  3  4  1  1  1  1  0.464  0.032  4  1
  56 18  3  3  3  3  5  5  5  5  0.130  0.349  3  5
  57  9  3  3  3  3  3  3  4  3  0.074  0.106  3  2
  58  9  2  2  2  2  5  5  5  5  0.037  0.338  2  5
  59 16  3  3  3  3  2  2  2  2  0.133  0.072  1  2
  60 10  4  3  3  3  1  1  1  1  0.550  0.022  4  1
  61 24  4  5  5  4  3  3  3  3  0.277  0.107  4  3
  62 17  5  5  4  5  4  4  4  4  0.086  0.183  3  4
  63  5  4  4  4  4  5  4  5  5  0.404  0.065  4  4
  64 12  3  2  2  3  5  5  5  5  0.042  0.333  2  5
  65 11  1  1  1  1  2  2  1  1  0.089  0.045  1  3
  66 20  2  2  2  2  5  5  5  4  0.102  0.340  2  5
  67 21  1  1  1  1  3  2  1  2  0.100  0.070  1  1
  68 18  2  2  2  2  1  2  2  2  0.067  0.047  1  1
  69  9  1  1  1  1  2  2  1  2  0.013  0.097  1  1
  70 13  2  2  2  2  2  3  2  2  0.044  0.070  2  2
  71 15  3  3  3  4  1  2  2  1  0.140  0.176  3  1
  72 21  3  4  4  4  4  4  4  3  0.438  0.180  5  4
  73 15  2  2  2  2  5  5  5  5  0.086  0.402  2  5
  74  6  1  1  2  2  5  5  5  5  0.250  0.677  1  5
  75 19  2  2  3  2  3  4  4  4  0.120  0.107  2  4
  76 23  5  5  4  5  2  2  2  1  0.322  0.109  5  2
  77  2  3  3  3  3  3  5  5  5  0.241  0.439  3  5
  78 22  1  2  2  1  5  5  5  5  0.011  0.402  2  5
  79 25  5  5  5  5  1  1  1  1  0.122  0.060  3  1
  80 20  1  1  1  1  4  4  4  5  0.024  0.333  1  4
  81  8  3  3  4  2  4  4  4  4  0.290  0.240  5  4
  82 22  4  4  3  4  2  2  2  2  0.052  0.048  3  3
  83 18  4  4  4  4  2  1  3  3  0.140  0.059  4  3
  84  3  2  2  2  1  4  5  5  5  0.136  0.381  2  5
  85 16  4  4  4  4  5  5  5  5  0.181  0.179  4  5
  86  2  1  1  1  1  4  4  4  4  0.080  0.180  1  4
  87  5  5  5  5  5  2  5  4  4  0.487  0.100  5  5
  88 17  1  1  1  1  3  3  3  3  0.017  0.098  1  3
  89  1  4  4  4  3  5  5  5  5  0.083  0.181  2  5
  90 10  1  1  1  1  5  4  4  5  0.094  0.264  1  5
  91  3  4  4  4  4  3  3  3  3  0.426  0.095  4  3
  92 14  2  2  2  2  3  2  3  3  0.100  0.058  1  4
  93 15  4  4  5  3  2  1  3  2  0.186  0.188  4  2
  94 19  5  5  5  5  2  1  1  1  0.342  0.052  5  3
  95 20  3  3  4  3  2  2  2  2  0.277  0.086  3  2
  96 14  1  1  1  1  5  5  5  5  0.137  0.619  2  5
  97 22  3  3  4  3  4  4  4  4  0.085  0.226  4  4
  98 13  4  4  5  4  4  4  4  4  0.336  0.170  4  5
  99 16  1  1  2  1  3  4  4  3  0.180  0.097  3  3
 100  3  1  1  1  2  1  1  1  2  0.091  0.040  1  1
 101 24  1  2  1  1  4  4  4  4  0.152  0.466  1  4
 102 15  5  5  4  5  3  3  4  4  0.315  0.314  5  4
 103  4  3  3  3  3  5  5  5  5  0.185  0.334  3  5
 104 12  2  3  3  2  1  1  1  1  0.032  0.016  1  1
 105 25  1  1  1  2  4  4  4  4  0.111  0.217  1  4
 106 14  3  3  3  3  4  4  4  4  0.379  0.043  3  1
 107  2  5  5  5  5  5  3  3  3  0.298  0.146  4  3
 108 12  1  1  1  1  2  2  3  4  0.043  0.291  3  4
 109 16  5  5  5  5  1  1  1  1  0.211  0.015  5  1
 110 13  1  1  1  1  5  5  5  5  0.026  0.170  1  4
 111 11  2  2  2  2  5  5  5  5  0.186  0.423  2  5
 112 11  4  5  5  5  3  3  3  2  0.436  0.043  4  2
 113  7  5  5  5  5  3  3  3  3  0.343  0.180  5  3
 114 19  4  4  4  4  4  3  3  3  0.194  0.032  3  1
 115  7  4  4  4  4  1  1  1  1  0.167  0.119  2  1
 116 20  5  5  5  5  3  3  3  3  0.742  0.284  5  3
 117 18  5  5  5  5  3  3  1  1  0.417  0.051  5  2
 118  5  1  2  2  2  1  1  2  1  0.310  0.028  2  1
 119  6  3  3  3  3  3  3  3  3  0.320  0.239  3  3
 120 19  3  3  2  3  5  5  5  5  0.293  0.330  4  5
 121 10  5  5  2  5  3  3  3  4  0.715  0.123  5  3
 122  7  3  2  1  2  5  5  5  5  0.177  0.452  3  5
 123  7  2  3  3  3  2  2  2  2  0.181  0.133  4  2
 124 24  3  3  3  3  2  2  2  1  0.227  0.050  3  2
 125  5  2  1  1  1  4  3  3  2  0.166  0.044  1  3
:
   1 14  4  3  4  3  3  3  5  3  0.192  0.227  4  4
   2  2  5  5  5  5  5  5  5  5  0.696  0.401  5  5
   3  9  2  2  4  4  4  4  4  4  0.156  0.305  3  3
   4  6  5  5  5  5  3  4  4  3  0.328  0.172  5  4
   5  8  4  4  5  4  4  4  3  4  0.457  0.123  4  4
   6  4  3  4  4  3  3  3  3  3  0.364  0.096  4  3
   7 18  2  2  2  2  5  5  5  5  0.201  0.490  3  5
   8 11  2  2  2  2  5  5  5  5  0.056  0.353  2  5
   9 23  4  4  3  4  4  4  3  3  0.217  0.089  3  4
  10 15  1  1  2  1  5  3  1  5  0.050  0.246  2  3
  11 17  3  4  3  3  5  5  5  5  0.184  0.385  4  5
  12 11  1  1  1  1  1  2  1  1  0.044  0.049  1  1
  13 14  1  1  2  2  2  2  2  2  0.129  0.077  2  2
  14 24  2  2  3  4  2  3  3  3  0.270  0.084  3  3
  15  8  5  5  4  5  1  1  1  1  0.505  0.020  5  1
  16  7  4  4  4  4  1  1  1  3  0.419  0.046  4  2
  17  4  1  1  1  1  1  1  2  1  0.051  0.012  1  1
  18 23  1  1  1  1  5  5  5  5  0.138  0.163  2  5
  19 19  5  4  4  4  1  1  1  1  0.337  0.034  4  1
  20 16  3  3  3  3  1  1  1  4  0.287  0.030  3  1
  21 21  3  3  3  3  1  1  1  1  0.218  0.009  3  1
  22  3  3  3  3  3  5  5  5  5  0.199  0.729  4  5
  23 20  5  3  4  5  4  3  3  3  0.544  0.216  4  4
  24  6  3  3  3  4  5  5  5  5  0.183  0.280  4  5
  25 24  1  1  1  1  5  5  5  5  0.111  0.372  1  5
  26 20  1  1  1  1  5  5  4  4  0.227  0.284  2  5
  27 22  5  4  2  4  1  1  1  1  0.518  0.055  5  1
  28  1  5  5  5  5  3  1  1  3  0.360  0.172  5  2
  29 12  2  2  2  2  5  5  5  5  0.171  0.694  2  5
  30 17  5  5  5  5  1  1  1  1  0.512  0.030  5  1
  31  6  2  2  1  2  4  3  3  4  0.074  0.122  2  3
  32 22  2  2  4  2  2  2  2  2  0.132  0.104  2  3
  33  8  1  1  1  1  3  3  4  3  0.036  0.076  1  3
  34  1  4  4  3  4  1  2  2  1  0.170  0.198  2  3
  35 20  4  5  3  3  2  2  2  2  0.564  0.089  5  2
  36 16  4  4  4  4  2  2  4  1  0.363  0.049  4  5
  37  9  5  5  5  5  2  2  2  2  0.333  0.121  5  2
  38 18  3  3  3  3  2  3  3  3  0.217  0.194  4  3
  39  3  5  5  5  5  3  2  2  2  0.134  0.331  2  2
  40  5  4  4  4  5  3  2  3  3  0.451  0.082  5  3
  41  2  3  3  3  2  4  3  3  3  0.111  0.241  3  3
  42 14  5  5  5  5  1  1  1  1  0.386  0.021  5  1
  43  5  5  5  5  4  1  3  1  2  0.395  0.032  4  1
  44 17  4  3  4  4  4  4  4  4  0.108  0.118  3  4
  45 23  2  2  2  3  3  3  4  4  0.137  0.088  1  3
  46 25  3  3  5  3  3  5  5  4  0.285  0.132  4  5
  47 10  1  2  2  1  1  1  1  1  0.105  0.032  3  1
  48 22  1  1  1  1  4  4  4  4  0.121  0.164  1  4
