  49  3  4  4  4  4  1  1  1  1  0.237  0.163  5  1
  50 21  1  1  1  1  4  4  4  4  0.071  0.239  1  4
  51 16  1  1  1  1  5  5  5  5  0.009  0.042  1  2
  52 25  1  1  1  1  1  1  1  1  0.005  0.059  1  3
  53 10  3  3  3  4  2  2  2  2  0.090  0.092  2  2
  54  4  4  3  3  4  2  2  1  2  0.269  0.030  3  2
  55 24  5  5  5  5  1  2  2  1  0.464  0.032  5  1
  56 15  4  4  4  4  3  5  5  4  0.130  0.349  3  4
  57  4  2  2  2  2  5  5  5  5  0.074  0.106  2  4
  58 18  1  1  1  1  4  4  4  4  0.037  0.338  1  4
  59  5  1  2  2  2  4  4  4  4  0.133  0.072  2  2
  60  7  5  5  5  5  2  2  3  1  0.550  0.022  5  1
  61 21  5  5  5  5  3  3  3  3  0.277  0.107  4  3
  62 14  2  2  1  1  5  5  3  5  0.086  0.183  1  3
  63 22  4  5  3  5  3  3  3  3  0.404  0.065  4  2
  64  1  1  1  1  1  4  4  4  5  0.042  0.333  1  4
  65  2  2  2  2  4  1  1  1  1  0.089  0.045  2  1
  66  9  3  3  2  3  3  3  3  3  0.102  0.340  2  4
  67  7  3  3  2  2  3  3  2  2  0.100  0.070  3  3
  68 13  3  3  3  2  1  2  2  2  0.067  0.047  1  2
  69 17  1  1  1  2  2  3  2  2  0.013  0.097  1  2
  70  6  1  1  2  1  2  2  2  2  0.044  0.070  1  2
  71  8  2  2  3  2  5  5  5  5  0.140  0.176  2  5
  72 19  4  5  5  5  2  2  2  2  0.438  0.180  5  2
  73 10  2  1  1  2  5  5  5  5  0.086  0.402  1  5
  74  1  3  2  4  3  5  5  5  4  0.250  0.677  4  5
  75  5  2  1  1  1  2  1  2  1  0.120  0.107  1  4
  76 13  5  5  5  5  3  1  1  1  0.322  0.109  5  3
  77 12  3  3  3  4  4  4  4  4  0.241  0.439  5  4
  78  3  1  1  1  1  4  4  3  4  0.011  0.402  1  3
  79 11  4  4  4  4  2  1  2  2  0.122  0.060  3  2
  80  2  1  1  1  1  3  4  4  4  0.024  0.333  1  4
  81 13  4  4  4  4  5  5  4  4  0.290  0.240  4  5
  82 16  2  2  2  2  4  4  2  3  0.052  0.048  2  4
  83 24  3  3  2  2  3  1  1  2  0.140  0.059  2  2
  84 15  3  3  3  3  4  4  4  3  0.136  0.381  4  5
  85 20  2  2  2  2  3  4  5  5  0.181  0.179  1  3
  86 12  1  1  1  1  2  2  2  3  0.080  0.180  1  2
  87 11  5  5  5  5  3  3  3  3  0.487  0.100  5  3
  88 17  2  2  2  1  3  2  3  3  0.017  0.098  2  3
  89  7  2  2  3  3  5  5  5  4  0.083  0.181  1  4
  90  7  1  1  1  1  4  4  4  5  0.094  0.264  2  5
  91 21  4  4  4  4  2  2  2  2  0.426  0.095  5  2
  92  6  4  4  4  3  1  1  1  1  0.100  0.058  3  1
  93 12  4  4  4  3  3  3  3  2  0.186  0.188  3  3
  94 23  5  5  5  5  2  2  2  2  0.342  0.052  5  2
  95 25  4  4  4  4  5  4  3  3  0.277  0.086  3  4
  96 19  2  2  3  2  5  5  5  5  0.137  0.619  3  5
  97 13  1  1  2  1  4  4  5  5  0.085  0.226  2  4
  98 15  5  5  5  5  2  1  2  1  0.336  0.170  5  2
  99  1  2  3  2  2  2  3  3  2  0.180  0.097  3  1
 100 13  2  2  1  3  2  3  3  3  0.091  0.040  3  1
 101  3  2  2  2  2  2  3  4  3  0.152  0.466  3  4
 102  5  3  3  3  3  5  5  5  5  0.315  0.314  3  5
 103 14  3  4  3  4  4  4  4  4  0.185  0.334  3  5
 104  9  1  1  1  1  1  1  1  1  0.032  0.016  1  1
 105 19  3  3  2  3  3  3  3  3  0.111  0.217  2  3
 106 25  5  5  3  5  4  2  2  5  0.379  0.043  5  1
 107 18  5  5  5  5  3  2  2  2  0.298  0.146  5  2
 108 19  1  1  1  1  4  4  4  4  0.043  0.291  1  4
 109 12  5  5  5  5  1  1  1  1  0.211  0.015  4  1
 110 15  2  2  1  2  1  2  3  2  0.026  0.170  1  1
 111 21  2  2  2  2  5  5  5  5  0.186  0.423  2  5
 112 16  5  5  5  5  3  3  3  2  0.436  0.043  5  3
 113 24  4  4  4  3  4  4  4  4  0.343  0.180  4  4
 114 18  4  4  4  4  1  1  1  1  0.194  0.032  2  1
 115 10  4  4  4  3  3  3  3  3  0.167  0.119  4  3
 116 10  5  5  5  5  4  4  4  4  0.742  0.284  5  4
 117 20  3  4  5  4  1  1  1  1  0.417  0.051  3  1
 118 23  3  3  4  2  1  1  1  1  0.310  0.028  4  1
 119 22  3  3  5  3  5  5  5  5  0.320  0.239  3  5
 120 11  3  3  3  3  4  4  4  4  0.293  0.330  4  4
 121  4  5  5  5  5  4  4  4  4  0.715  0.123  5  5
 122  9  4  4  3  2  5  5  5  5  0.177  0.452  4  5
 123  2  4  4  4  3  2  2  2  2  0.181  0.133  4  2
 124  8  3  3  2  3  2  2  2  2  0.227  0.050  3  2
 125 25  2  2  2  2  2  3  4  2  0.166  0.044  2  2
:
